N,P,K,temprature,humidity,ph,rainfall,label
64,53,52,26.36,78,6.18,980.46,Turmeric
87,48,59,25.5,76,6.07,1051.14,Turmeric
81,64,51,25.14,75,5.55,1192.16,Turmeric
94,45,54,25.26,81,6.16,1705.37,Turmeric
69,51,42,25.71,81,6.27,1137.72,Turmeric
87,45,63,25.38,83,5.55,1101.0,Turmeric
80,61,57,25.92,86,6.34,1687.97,Turmeric
84,50,63,24.15,73,6.02,1369.54,Turmeric
87,51,55,24.35,83,6.18,2052.97,Turmeric
93,44,47,24.89,78,5.5,1855.02,Turmeric
87,61,58,26.53,80,6.07,1353.51,Turmeric
75,68,65,26.34,86,6.03,1721.11,Turmeric
65,53,63,26.62,75,5.88,1291.77,Turmeric
93,44,44,26.19,77,5.65,972.82,Turmeric
74,43,65,24.12,84,5.86,715.31,Turmeric
91,41,54,26.47,71,5.79,738.47,Turmeric
82,46,68,24.3,83,6.28,1738.11,Turmeric
91,57,59,25.86,79,6.1,1109.39,Turmeric
87,58,56,24.91,72,5.71,1662.0,Turmeric
84,63,66,25.08,79,5.74,977.24,Turmeric
87,59,59,25.94,72,5.92,454.92,Turmeric
81,59,50,25.33,88,6.06,1222.96,Turmeric
94,51,48,26.04,83,6.03,1062.25,Turmeric
72,49,63,25.04,87,5.74,1840.42,Turmeric
86,50,65,26.39,83,5.97,361.33,Turmeric
92,41,73,26.03,79,6.28,935.29,Turmeric
92,59,40,25.03,78,6.24,428.83,Turmeric
90,60,61,25.63,81,6.11,1340.29,Turmeric
96,63,56,25.8,80,5.91,501.23,Turmeric
73,44,53,25.56,83,5.88,808.87,Turmeric
80,57,70,24.7,76,6.08,1102.32,Turmeric
79,58,46,25.24,82,6.06,1580.05,Turmeric
66,50,54,26.08,82,6.08,1561.74,Turmeric
80,65,62,25.67,82,6.18,1239.58,Turmeric
76,63,65,24.73,77,6.23,1508.24,Turmeric
93,43,50,24.95,87,5.69,1085.33,Turmeric
67,62,69,25.22,75,5.8,867.39,Turmeric
77,51,68,26.17,80,6.29,451.75,Turmeric
85,51,67,25.9,83,5.83,883.51,Turmeric
80,46,66,25.32,85,5.55,308.73,Turmeric
64,49,63,24.11,88,5.86,1162.65,Turmeric
80,58,64,25.35,78,5.95,1787.42,Turmeric
73,52,62,26.64,81,6.01,1134.78,Turmeric
87,47,58,25.49,75,6.31,1337.75,Turmeric
90,60,44,26.09,87,6.1,732.53,Turmeric
69,51,62,26.27,73,6.34,918.02,Turmeric
71,43,68,25.08,71,5.61,1324.79,Turmeric
77,41,74,25.38,79,6.2,337.3,Turmeric
76,50,41,25.95,78,5.82,808.49,Turmeric
62,52,74,26.52,72,5.75,1051.3,Turmeric
95,50,55,24.69,76,5.68,1154.21,Turmeric
78,66,70,24.69,76,5.78,665.05,Turmeric
86,59,57,25.51,82,5.97,517.43,Turmeric
80,65,59,25.09,78,5.8,1713.12,Turmeric
85,48,57,25.59,86,6.15,365.45,Turmeric
79,59,42,25.14,81,6.19,977.96,Turmeric
68,48,67,24.34,75,5.91,966.17,Turmeric
82,53,54,25.2,79,6.13,1922.62,Turmeric
68,60,55,26.31,79,6.34,340.9,Turmeric
98,48,63,26.04,72,6.03,1173.64,Turmeric
78,61,65,25.61,78,5.7,1076.08,Turmeric
82,47,58,26.15,79,6.24,618.78,Turmeric
96,55,41,26.34,84,6.1,1200.26,Turmeric
84,57,61,24.95,75,5.66,615.6,Turmeric
92,58,52,25.49,77,6.06,1554.77,Turmeric
70,66,42,25.67,76,5.6,1185.08,Turmeric
65,50,59,24.01,80,5.91,428.78,Turmeric
72,49,69,26.35,74,5.74,880.33,Turmeric
73,60,58,26.06,77,5.55,1883.39,Turmeric
79,51,68,24.8,85,6.27,1051.97,Turmeric
88,47,48,24.75,77,6.01,692.27,Turmeric
85,40,59,26.15,75,5.71,1460.13,Turmeric
78,58,52,25.14,78,5.85,585.71,Turmeric
64,50,60,25.72,76,5.98,652.34,Turmeric
94,46,59,24.36,77,5.65,1031.99,Turmeric
85,46,53,25.51,78,5.67,398.25,Turmeric
91,54,41,24.66,73,5.8,1503.25,Turmeric
68,55,65,26.05,81,5.69,983.82,Turmeric
86,52,42,26.13,75,5.95,1261.38,Turmeric
82,53,58,26.04,70,5.99,646.1,Turmeric
82,56,54,25.5,78,5.59,1202.36,Turmeric
61,52,58,25.58,80,6.0,268.18,Turmeric
61,60,48,25.46,72,5.85,638.21,Turmeric
91,52,60,26.6,73,5.97,2128.05,Turmeric
78,55,49,26.08,78,6.34,1554.47,Turmeric
72,66,43,24.62,87,6.29,1899.95,Turmeric
75,47,60,24.52,79,6.01,1315.01,Turmeric
90,59,52,25.96,74,6.14,1625.75,Turmeric
64,55,68,24.62,82,5.8,767.09,Turmeric
76,62,49,25.35,88,6.34,1613.37,Turmeric
81,61,44,26.44,85,5.78,682.86,Turmeric
79,64,53,26.63,74,6.05,1128.33,Turmeric
78,54,50,25.65,83,5.82,1390.45,Turmeric
88,45,65,26.65,77,6.02,1592.88,Turmeric
93,53,48,26.65,78,6.02,1217.26,Turmeric
77,47,65,24.76,74,6.24,1356.36,Turmeric
77,65,65,24.31,75,6.1,1547.53,Turmeric
61,53,56,26.47,77,5.81,1385.19,Turmeric
83,56,56,25.48,77,5.53,1433.9,Turmeric
73,57,47,25.16,77,5.97,918.09,Turmeric
85,65,66,24.85,79,6.23,310.71,Turmeric
76,54,67,24.12,73,5.89,790.32,Turmeric
95,52,70,24.39,75,6.05,1452.34,Turmeric
81,43,48,25.0,74,5.96,1016.28,Turmeric
96,47,69,26.15,83,6.21,855.4,Turmeric
74,50,56,25.74,75,6.29,1190.81,Turmeric
83,60,66,25.86,79,6.07,1192.69,Turmeric
96,52,69,24.31,75,5.87,174.16,Turmeric
96,53,74,25.37,78,5.56,1507.34,Turmeric
91,56,62,26.28,84,6.24,1670.56,Turmeric
66,56,72,26.17,83,5.86,1291.47,Turmeric
63,50,50,24.59,70,5.75,1252.84,Turmeric
62,49,53,24.83,76,6.02,930.52,Turmeric
76,63,66,25.22,86,5.98,1611.1,Turmeric
66,58,51,25.1,81,5.72,1711.62,Turmeric
74,57,54,24.21,84,6.12,1358.23,Turmeric
91,54,56,25.21,78,6.2,257.85,Turmeric
99,53,57,26.04,74,6.1,1214.42,Turmeric
95,58,51,25.36,80,6.11,1404.99,Turmeric
84,62,49,25.98,83,5.63,1675.91,Turmeric
98,49,63,25.59,86,5.65,909.52,Turmeric
86,57,61,26.38,75,5.76,614.42,Turmeric
84,58,55,25.51,73,5.55,2102.98,Turmeric
78,52,58,25.28,89,5.91,235.67,Turmeric
80,55,68,24.82,88,5.99,1337.72,Turmeric
77,51,57,25.1,71,5.9,337.32,Turmeric
92,62,71,26.51,73,6.27,903.48,Turmeric
77,42,61,25.62,79,6.1,606.34,Turmeric
75,44,40,24.65,89,5.96,1035.26,Turmeric
95,58,59,25.88,73,5.71,821.63,Turmeric
83,53,54,25.82,75,5.56,1694.1,Turmeric
84,52,64,25.24,89,6.14,590.47,Turmeric
67,50,46,25.43,72,5.86,697.5,Turmeric
80,58,45,24.27,78,5.72,658.07,Turmeric
60,64,48,26.5,82,5.84,1950.68,Turmeric
84,49,58,25.1,71,6.11,978.33,Turmeric
75,46,61,24.93,84,6.19,1184.49,Turmeric
92,43,57,24.55,77,5.67,698.8,Turmeric
91,51,66,26.47,77,6.12,2145.55,Turmeric
75,66,73,24.15,74,6.1,1492.77,Turmeric
68,59,71,25.86,82,5.76,294.95,Turmeric
81,63,66,25.74,85,6.07,909.41,Turmeric
89,53,64,25.23,81,6.09,1867.67,Turmeric
83,61,41,26.34,82,5.97,819.42,Turmeric
86,43,41,24.99,88,6.04,2101.49,Turmeric
64,60,49,26.61,78,6.1,1284.01,Turmeric
70,62,65,25.86,77,6.3,1357.47,Turmeric
72,55,47,25.71,79,5.85,1066.35,Turmeric
87,64,65,25.61,80,6.31,889.44,Turmeric
82,52,69,26.3,76,5.88,918.95,Turmeric
70,53,50,24.66,79,5.64,1008.63,Turmeric
74,55,56,25.59,76,6.11,1015.79,Turmeric
78,49,61,26.2,88,6.32,346.28,Turmeric
77,66,65,25.69,84,5.78,624.95,Turmeric
80,50,61,25.4,80,6.01,1587.99,Turmeric
74,56,53,25.63,75,5.75,1321.83,Turmeric
63,46,42,24.7,79,5.86,1051.82,Turmeric
84,45,51,25.37,85,6.05,1647.36,Turmeric
63,56,64,25.97,78,5.91,1726.01,Turmeric
82,53,57,26.63,76,6.17,1702.88,Turmeric
82,51,61,24.63,82,5.88,482.13,Turmeric
86,44,56,26.11,86,5.73,816.85,Turmeric
79,49,54,24.27,85,5.79,650.5,Turmeric
61,54,71,25.62,77,5.73,1165.37,Turmeric
80,47,55,24.96,75,5.9,1203.91,Turmeric
74,55,43,24.89,78,5.95,1783.24,Turmeric
85,48,51,25.93,83,5.74,1683.75,Turmeric
83,51,56,26.38,86,5.8,1816.76,Turmeric
71,52,56,25.08,88,6.19,1138.37,Turmeric
73,61,65,25.33,86,5.54,477.21,Turmeric
71,68,50,25.36,77,5.83,1154.3,Turmeric
76,68,65,24.99,81,6.35,1345.89,Turmeric
62,51,51,24.66,80,5.65,1248.58,Turmeric
79,59,67,26.15,79,5.58,1780.96,Turmeric
70,52,60,26.35,83,5.57,1612.37,Turmeric
62,47,60,25.15,75,5.62,1603.27,Turmeric
77,60,50,26.6,71,6.04,1183.46,Turmeric
86,66,44,25.27,77,5.86,1367.02,Turmeric
80,61,58,25.25,82,6.02,1662.52,Turmeric
73,42,54,24.29,82,5.93,1455.85,Turmeric
77,43,50,26.6,71,6.09,1403.11,Turmeric
82,60,49,25.48,71,6.08,1874.4,Turmeric
83,53,59,25.1,78,5.78,584.97,Turmeric
84,62,66,24.54,76,6.03,1563.93,Turmeric
92,60,66,24.31,81,5.82,1062.07,Turmeric
70,58,49,25.19,88,6.32,1893.51,Turmeric
98,51,53,24.25,70,5.77,345.52,Turmeric
80,50,58,26.44,88,6.37,345.25,Turmeric
85,60,46,25.36,71,5.97,1747.89,Turmeric
79,60,46,25.03,76,6.36,1579.8,Turmeric
84,44,47,24.33,84,5.86,1194.79,Turmeric
89,43,62,25.9,77,5.99,826.06,Turmeric
90,68,49,24.38,80,6.33,2134.4,Turmeric
74,46,58,25.21,81,6.28,956.91,Turmeric
78,64,58,24.26,88,6.22,487.3,Turmeric
84,55,66,26.03,76,6.03,1053.37,Turmeric
77,47,70,25.48,82,6.16,1282.14,Turmeric
83,53,66,25.92,86,5.95,272.28,Turmeric
70,59,68,25.29,81,6.16,1405.07,Turmeric
95,48,49,26.38,79,6.11,1516.65,Turmeric
89,62,55,24.62,76,5.73,1195.99,Turmeric
84,59,51,24.44,82,5.89,1233.55,Turmeric
72,41,59,24.78,83,6.06,1602.82,Turmeric
86,50,52,21.18,55,7.14,63.84,Wheat
87,47,39,20.11,55,7.13,85.73,Wheat
85,47,41,17.49,55,6.93,68.34,Wheat
93,44,43,19.73,49,6.84,89.54,Wheat
91,43,50,21.53,62,7.14,82.16,Wheat
91,46,40,20.25,55,6.83,56.77,Wheat
86,48,44,20.24,59,6.73,82.8,Wheat
83,43,41,18.64,54,6.73,65.13,Wheat
88,40,47,19.46,54,6.75,69.32,Wheat
90,44,45,20.27,58,6.86,71.19,Wheat
91,46,48,20.27,53,6.82,65.78,Wheat
91,50,40,18.75,61,7.05,74.86,Wheat
91,40,43,21.34,48,6.81,66.03,Wheat
87,44,47,20.62,52,6.83,70.4,Wheat
96,49,45,18.89,57,6.87,78.34,Wheat
87,42,44,21.0,48,6.48,59.83,Wheat
83,42,40,21.63,51,6.94,57.4,Wheat
85,39,38,18.62,54,6.25,71.71,Wheat
84,43,49,20.66,51,6.6,72.22,Wheat
87,42,46,19.94,58,6.89,79.76,Wheat
90,43,36,18.86,50,7.19,77.9,Wheat
87,47,46,21.52,51,6.72,65.78,Wheat
91,43,52,18.71,54,6.67,73.56,Wheat
87,42,42,21.02,57,6.7,65.67,Wheat
93,45,44,21.16,61,6.28,62.67,Wheat
88,44,44,18.53,58,6.57,87.12,Wheat
94,40,49,19.14,48,6.52,58.72,Wheat
90,44,45,20.65,54,6.82,70.57,Wheat
85,43,48,21.6,56,6.55,90.68,Wheat
93,40,41,21.28,61,7.08,83.03,Wheat
92,44,49,19.43,57,6.83,73.07,Wheat
88,46,44,20.68,55,6.76,55.64,Wheat
84,45,39,21.03,54,6.42,78.6,Wheat
89,46,47,19.22,52,6.86,71.39,Wheat
85,42,38,21.74,61,6.69,76.14,Wheat
94,42,39,19.87,53,6.69,61.98,Wheat
90,43,50,20.67,51,6.57,65.73,Wheat
92,43,43,20.23,61,7.11,72.04,Wheat
89,49,39,18.32,56,6.86,65.79,Wheat
86,47,46,19.42,56,7.04,72.44,Wheat
94,41,41,18.61,56,6.84,73.78,Wheat
91,38,47,21.46,56,6.98,68.85,Wheat
91,43,43,20.54,54,6.29,63.72,Wheat
87,47,44,18.96,50,6.59,73.8,Wheat
88,48,41,19.97,64,6.93,88.58,Wheat
87,46,52,19.3,53,6.72,68.23,Wheat
86,52,47,20.06,56,7.28,79.05,Wheat
92,38,46,16.83,49,6.42,78.63,Wheat
86,47,44,20.32,55,7.03,61.01,Wheat
89,43,48,17.85,56,6.51,76.65,Wheat
94,42,42,21.12,61,7.09,87.64,Wheat
88,50,47,19.88,52,7.29,87.2,Wheat
90,43,40,21.3,60,6.73,78.79,Wheat
92,43,45,20.15,52,7.25,78.28,Wheat
87,42,42,21.08,53,6.82,84.1,Wheat
94,40,38,20.92,53,6.99,65.12,Wheat
85,40,39,20.33,54,6.66,81.4,Wheat
83,48,39,19.38,56,7.27,67.13,Wheat
91,49,46,19.69,58,6.3,66.95,Wheat
87,40,35,18.93,57,6.28,69.15,Wheat
87,45,40,20.57,57,6.79,75.23,Wheat
88,48,37,20.49,53,6.66,72.86,Wheat
89,40,47,19.87,53,6.72,86.53,Wheat
87,42,42,21.11,56,6.5,87.63,Wheat
86,45,46,20.82,56,7.09,72.69,Wheat
93,45,47,20.77,51,7.07,76.54,Wheat
96,40,40,20.71,51,7.12,82.08,Wheat
85,47,52,20.39,52,6.77,76.34,Wheat
92,40,52,19.52,55,6.47,82.9,Wheat
91,44,41,18.45,51,6.98,80.39,Wheat
89,46,41,19.4,59,6.68,87.39,Wheat
94,53,43,21.14,56,6.85,65.94,Wheat
85,47,38,20.66,51,7.05,98.18,Wheat
89,45,43,21.04,47,6.77,82.55,Wheat
90,41,44,20.52,54,6.75,76.01,Wheat
88,46,49,20.61,46,6.73,74.01,Wheat
92,52,43,19.76,57,6.44,93.48,Wheat
92,37,49,20.83,49,6.39,70.09,Wheat
85,37,52,19.46,57,6.56,78.87,Wheat
83,43,51,18.56,54,7.04,75.8,Wheat
87,46,38,19.56,50,6.96,76.28,Wheat
87,46,46,22.0,50,7.16,87.88,Wheat
90,38,39,18.41,49,6.6,79.8,Wheat
93,51,40,19.29,60,6.34,81.69,Wheat
88,42,38,21.25,55,6.76,65.25,Wheat
90,48,49,17.95,52,6.83,63.93,Wheat
90,42,37,19.56,55,6.5,68.51,Wheat
82,45,42,19.02,62,7.06,70.74,Wheat
91,42,41,19.47,51,6.73,73.27,Wheat
89,44,48,21.12,53,6.94,87.56,Wheat
82,46,47,18.64,63,7.04,61.95,Wheat
90,45,50,21.1,57,6.73,80.41,Wheat
85,39,37,17.37,54,6.92,88.14,Wheat
86,52,37,21.69,49,6.72,70.65,Wheat
90,46,39,21.06,51,6.29,67.81,Wheat
93,41,46,19.5,60,6.86,59.58,Wheat
84,51,40,19.32,50,7.05,84.67,Wheat
87,45,51,21.72,57,7.11,67.62,Wheat
88,48,49,18.6,48,6.84,66.55,Wheat
93,42,40,19.64,56,6.9,85.63,Wheat
89,44,47,19.41,57,6.4,88.58,Wheat
88,45,43,17.84,59,6.42,87.87,Wheat
83,47,47,19.14,55,6.76,82.21,Wheat
86,45,44,20.49,56,6.64,55.76,Wheat
88,43,47,19.06,57,6.59,60.39,Wheat
94,41,48,21.58,55,6.32,76.78,Wheat
90,38,47,21.1,52,6.62,69.47,Wheat
90,49,46,18.47,54,6.64,78.63,Wheat
87,46,47,21.82,56,7.01,65.18,Wheat
89,37,44,19.14,51,6.57,73.38,Wheat
91,42,39,20.75,53,6.83,74.49,Wheat
91,47,45,20.66,51,6.71,67.74,Wheat
92,44,46,20.94,55,6.34,58.79,Wheat
83,46,46,20.22,52,6.94,73.87,Wheat
95,48,44,20.99,57,6.89,81.35,Wheat
89,42,44,21.33,57,6.86,65.51,Wheat
84,52,45,21.09,57,6.92,65.43,Wheat
91,49,41,20.17,50,6.74,58.25,Wheat
89,47,45,20.27,56,6.84,74.3,Wheat
90,46,42,21.25,56,6.32,89.89,Wheat
87,49,43,16.87,56,6.81,62.54,Wheat
92,49,41,21.14,55,7.14,75.9,Wheat
90,44,45,18.73,54,6.69,86.67,Wheat
85,44,41,17.72,55,6.78,68.24,Wheat
94,42,43,19.89,57,7.03,73.26,Wheat
88,46,46,21.51,56,6.93,86.61,Wheat
93,48,48,21.23,56,7.13,55.52,Wheat
92,48,42,20.73,59,6.94,82.06,Wheat
88,45,36,19.67,49,6.92,64.19,Wheat
85,40,46,21.34,56,6.64,84.39,Wheat
87,47,42,20.47,55,6.74,73.8,Wheat
86,47,52,18.41,53,6.9,80.91,Wheat
86,49,51,20.15,60,7.0,58.36,Wheat
94,40,42,20.65,48,6.83,88.17,Wheat
92,44,42,19.81,55,6.53,73.1,Wheat
91,43,40,18.93,52,6.68,71.58,Wheat
87,49,38,20.92,50,6.63,68.4,Wheat
92,47,45,18.95,55,6.76,69.42,Wheat
92,52,52,21.21,60,6.94,63.6,Wheat
85,47,45,19.91,50,6.67,74.34,Wheat
89,45,38,20.7,51,6.39,75.79,Wheat
84,46,44,21.43,55,7.14,81.12,Wheat
90,41,47,20.04,62,6.62,93.59,Wheat
96,47,52,20.48,53,6.41,65.84,Wheat
88,49,49,19.97,61,7.16,73.77,Wheat
94,45,43,20.37,51,6.63,90.62,Wheat
85,45,47,19.35,54,6.26,57.84,Wheat
89,43,36,18.18,59,6.74,60.31,Wheat
90,44,48,21.94,62,6.28,56.41,Wheat
91,51,45,19.59,63,6.37,75.05,Wheat
85,38,39,19.6,51,6.46,63.32,Wheat
86,40,40,20.76,55,6.94,95.43,Wheat
84,47,42,20.31,59,6.78,75.76,Wheat
89,44,45,19.12,52,7.1,70.63,Wheat
94,39,44,19.7,50,6.69,66.48,Wheat
88,43,48,18.61,57,6.85,79.02,Wheat
92,41,47,19.94,55,6.58,61.27,Wheat
91,40,47,19.89,53,7.21,79.05,Wheat
90,48,38,19.38,48,6.94,68.54,Wheat
88,43,42,20.73,57,6.72,72.61,Wheat
92,48,40,20.41,51,7.11,76.7,Wheat
89,51,43,18.94,57,7.13,88.41,Wheat
83,49,52,18.87,53,7.0,76.03,Wheat
96,40,42,20.91,52,6.71,87.99,Wheat
90,49,44,20.95,57,6.88,72.55,Wheat
91,43,37,20.45,51,6.74,69.33,Wheat
84,44,40,19.79,59,6.74,73.65,Wheat
84,46,41,20.25,62,6.86,60.71,Wheat
87,39,39,19.94,53,6.74,88.97,Wheat
89,41,42,20.0,49,6.69,88.59,Wheat
89,50,41,20.43,55,6.71,68.38,Wheat
90,42,46,20.48,52,6.37,65.36,Wheat
89,46,49,18.88,59,6.57,89.22,Wheat
84,45,51,20.23,50,6.92,79.06,Wheat
92,44,41,20.54,53,7.04,65.99,Wheat
87,40,47,20.51,56,6.46,97.66,Wheat
90,39,43,19.57,61,6.38,92.44,Wheat
89,45,39,20.21,55,6.59,64.93,Wheat
91,50,46,19.27,60,6.8,82.76,Wheat
83,51,42,21.75,56,6.46,92.65,Wheat
86,40,44,20.81,58,6.92,71.85,Wheat
90,42,36,19.43,55,6.61,81.17,Wheat
90,49,37,20.17,52,6.56,80.94,Wheat
92,42,46,21.64,49,6.91,62.61,Wheat
85,39,50,19.51,58,6.97,78.01,Wheat
89,43,46,20.0,59,6.91,81.41,Wheat
91,45,50,20.4,49,6.88,67.43,Wheat
85,47,44,21.7,59,6.82,87.56,Wheat
91,41,41,18.1,50,6.77,92.23,Wheat
86,47,45,17.51,63,6.94,67.96,Wheat
89,43,42,20.16,52,6.53,85.98,Wheat
88,43,49,21.23,54,6.97,62.17,Wheat
87,44,44,20.72,58,6.63,62.57,Wheat
85,49,43,19.65,57,7.16,56.8,Wheat
83,41,44,20.91,52,6.83,69.96,Wheat
96,44,45,19.8,58,6.78,66.33,Wheat
96,48,37,19.97,57,6.77,89.17,Wheat
87,48,46,19.92,50,6.93,72.1,Wheat
89,48,40,19.41,56,6.25,70.29,Wheat
89,49,45,18.99,52,7.22,69.21,Wheat
90,43,45,18.91,57,7.05,73.26,Wheat
87,47,42,19.42,56,6.72,84.05,Wheat
93,38,43,20.93,55,6.65,60.35,Wheat
87,45,38,19.38,51,6.57,71.03,Wheat
95,37,47,20.41,61,6.92,73.49,Wheat
89,39,46,17.82,46,6.69,78.1,Wheat
94,48,43,19.06,51,6.81,70.89,Wheat
94,43,44,21.38,54,7.06,69.0,Wheat
87,40,44,19.88,55,7.05,67.0,Wheat
94,49,44,19.67,56,6.7,86.65,Wheat
88,45,38,18.98,62,7.01,65.03,Wheat
94,41,38,20.08,58,6.33,70.32,Wheat
85,38,47,20.01,54,6.7,74.0,Wheat
87,45,54,21.19,51,7.07,58.95,Wheat
85,46,49,18.54,51,6.35,80.49,Wheat
96,48,45,20.71,58,6.68,89.83,Wheat
84,45,44,19.15,52,6.95,64.36,Wheat
95,50,48,18.87,54,6.78,94.32,Wheat
93,40,46,20.88,57,6.79,69.53,Wheat
88,46,47,18.55,54,7.01,82.1,Wheat
87,48,46,20.21,62,6.7,93.68,Wheat
90,39,37,21.5,48,6.26,83.59,Wheat
91,43,50,18.74,59,6.64,69.37,Wheat
90,45,44,19.4,57,6.52,63.73,Wheat
88,48,43,21.84,58,6.72,71.33,Wheat
87,49,50,21.54,54,6.39,82.23,Wheat
86,41,38,20.18,48,6.86,88.47,Wheat
90,43,44,21.41,54,7.06,78.44,Wheat
84,42,45,21.94,50,6.9,84.4,Wheat
88,40,50,19.42,57,6.95,78.48,Wheat
90,45,48,20.94,62,6.73,80.24,Wheat
87,37,42,20.12,58,6.37,78.18,Wheat
89,46,41,21.9,60,6.6,74.35,Wheat
90,43,46,20.07,53,6.66,55.86,Wheat
92,45,51,20.43,57,7.06,78.3,Wheat
88,40,35,19.62,61,6.39,66.97,Wheat
89,48,54,20.3,53,6.52,70.05,Wheat
86,53,40,19.44,63,6.51,69.24,Wheat
90,43,46,20.63,54,6.55,56.43,Wheat
83,48,41,19.61,54,7.05,73.03,Wheat
91,48,45,20.26,55,6.85,78.98,Wheat
83,49,41,19.99,57,6.89,71.8,Wheat
92,52,47,19.1,55,6.7,76.05,Wheat
92,48,47,21.7,49,6.75,79.59,Wheat
86,45,42,19.13,55,6.81,91.22,Wheat
92,42,49,20.53,54,6.9,89.84,Wheat
84,47,51,21.56,59,6.7,63.49,Wheat
86,43,37,20.66,61,6.94,85.36,Wheat
88,46,43,19.12,53,6.81,91.56,Wheat
88,45,42,21.98,51,6.95,69.76,Wheat
94,42,43,21.87,51,6.99,98.56,Wheat
83,43,48,21.84,58,6.52,70.13,Wheat
91,41,42,17.5,49,6.52,71.97,Wheat
86,43,41,21.72,58,6.81,85.81,Wheat
82,44,39,20.47,55,6.59,74.16,Wheat
87,42,48,19.41,52,6.78,81.83,Wheat
84,45,48,19.41,57,6.49,66.31,Wheat
91,49,42,21.5,56,6.43,74.73,Wheat
86,42,42,19.45,48,7.15,67.11,Wheat
90,40,36,20.24,53,6.72,73.41,Wheat
94,41,47,20.16,55,6.32,86.12,Wheat
94,43,50,19.47,50,7.26,80.91,Wheat
93,42,50,20.43,50,6.88,78.66,Wheat
94,48,45,20.83,59,6.94,67.98,Wheat
91,42,47,21.61,56,7.22,60.22,Wheat
86,42,45,21.15,59,7.11,64.04,Wheat
87,45,47,18.33,61,6.25,59.72,Wheat
92,40,44,21.08,55,6.93,74.7,Wheat
92,43,46,19.9,51,7.12,88.29,Wheat
91,51,46,18.45,62,6.68,72.48,Wheat
88,45,39,21.83,49,6.92,65.91,Wheat
93,45,52,20.56,59,6.78,73.29,Wheat
92,44,48,21.63,56,7.06,68.7,Wheat
90,45,41,20.62,53,7.12,56.67,Wheat
87,36,44,21.38,48,7.12,73.59,Wheat
89,40,47,21.23,55,6.99,68.8,Wheat
86,49,49,20.84,57,6.81,72.57,Wheat
93,45,38,20.38,52,6.76,69.06,Wheat
86,40,42,18.62,57,6.82,81.91,Wheat
93,45,44,20.96,50,6.51,78.16,Wheat
83,42,47,21.43,65,6.36,70.16,Wheat
94,47,49,21.05,55,6.68,72.6,Wheat
91,43,34,19.25,57,7.0,79.01,Wheat
86,51,41,19.98,56,6.6,78.11,Wheat
90,44,51,21.54,49,6.9,87.49,Wheat
86,44,41,20.28,52,6.85,78.01,Wheat
89,45,41,19.43,53,7.0,91.42,Wheat
90,43,38,21.47,56,6.37,95.45,Wheat
88,42,44,21.59,50,6.62,78.34,Wheat
82,46,46,19.81,55,6.45,60.28,Wheat
88,42,37,20.4,53,6.84,55.09,Wheat
92,45,49,19.6,56,6.94,79.05,Wheat
89,47,42,21.6,51,7.01,63.31,Wheat
92,48,44,22.1,57,6.98,68.48,Wheat
88,47,38,20.09,54,7.17,61.76,Wheat
93,45,40,19.77,56,7.07,68.38,Wheat
83,44,44,20.47,51,6.55,67.6,Wheat
85,42,38,18.3,55,6.99,74.97,Wheat
89,44,42,19.59,51,7.23,72.69,Wheat
95,44,41,20.06,51,6.68,74.61,Wheat
93,45,43,18.5,50,6.77,80.21,Wheat
95,41,42,19.09,57,6.85,62.76,Wheat
88,46,49,19.3,51,7.21,89.78,Wheat
92,37,42,19.37,61,6.41,78.26,Wheat
83,45,50,20.48,50,6.8,74.45,Wheat
90,41,42,21.11,56,6.8,71.82,Wheat
92,46,41,20.92,51,6.47,79.18,Wheat
86,49,41,19.88,61,6.96,58.31,Wheat
88,38,43,18.29,55,6.92,64.56,Wheat
89,43,42,21.32,54,6.79,72.89,Wheat
88,46,41,19.11,54,6.49,87.16,Wheat
91,47,43,19.43,52,6.32,67.51,Wheat
86,37,47,19.9,49,6.91,80.05,Wheat
87,50,38,20.54,57,6.68,83.85,Wheat
91,48,35,20.27,58,6.93,91.62,Wheat
94,44,44,18.63,53,6.7,71.89,Wheat
89,48,44,19.73,50,6.39,75.53,Wheat
85,40,47,20.52,56,6.69,80.0,Wheat
95,49,45,20.69,51,6.51,68.27,Wheat
93,42,49,20.72,59,7.0,91.6,Wheat
83,40,46,21.76,58,6.74,68.15,Wheat
89,45,39,21.16,52,6.33,84.66,Wheat
84,37,38,21.82,53,6.67,65.73,Wheat
88,41,46,19.95,54,7.03,78.24,Wheat
89,38,45,17.69,47,6.79,70.67,Wheat
88,40,50,19.22,51,6.93,65.51,Wheat
88,41,40,19.2,49,6.87,91.74,Wheat
88,37,49,19.51,52,6.82,66.05,Wheat
86,41,48,19.41,56,6.81,59.57,Wheat
84,50,39,22.02,59,6.55,76.88,Wheat
92,42,40,18.01,56,6.77,66.64,Wheat
89,49,41,20.02,54,7.22,89.18,Wheat
84,52,40,19.7,54,6.84,80.04,Wheat
87,44,48,19.33,61,7.01,95.7,Wheat
86,43,49,21.23,56,6.38,66.67,Wheat
93,50,40,20.87,54,6.76,58.13,Wheat
94,45,48,19.85,53,6.71,75.72,Wheat
90,45,44,18.75,61,6.63,79.63,Wheat
90,47,39,19.61,56,6.47,60.01,Wheat
92,50,39,20.03,54,6.87,63.21,Wheat
86,43,41,21.41,59,6.47,74.8,Wheat
91,49,42,19.89,49,7.06,68.68,Wheat
