N,P,K,temperature,humidity,ph,rainfall,region,season,water_source,water_availability,label
30,36,29,30.15,65.77,6.86,471.08,Maharashtra,Kharif,rainfed,low,mungbean
35,33,30,26.93,60.03,6.74,498.32,Maharashtra,Kharif,rainfed,low,mungbean
25,32,32,28.4,65.62,6.52,483.53,Maharashtra,Kharif,rainfed,low,mungbean
25,29,29,26.62,60.9,6.79,452.37,Maharashtra,Kharif,rainfed,low,mungbean
31,23,28,27.36,65.24,6.52,379.78,Maharashtra,Kharif,rainfed,low,mungbean
37,30,26,27.37,62.24,6.72,487.26,Maharashtra,Kharif,rainfed,low,mungbean
30,36,29,27.59,68.33,7.13,367.88,Maharashtra,Kharif,rainfed,low,mungbean
31,42,29,26.15,62.13,6.69,482.24,Maharashtra,Kharif,rainfed,low,mungbean
34,30,30,27.42,58.71,6.62,564.31,Maharashtra,Kharif,rainfed,low,mungbean
35,26,25,29.28,58.97,6.84,445.01,Maharashtra,Kharif,rainfed,low,mungbean
28,40,33,28.47,67.1,6.77,432.66,Maharashtra,Kharif,rainfed,low,mungbean
28,35,29,25.52,63.11,6.58,466.17,Maharashtra,Kharif,rainfed,low,mungbean
24,41,34,27.61,62.98,6.86,555.28,Maharashtra,Kharif,rainfed,low,mungbean
26,35,31,27.17,74.04,6.92,551.74,Maharashtra,Kharif,rainfed,low,mungbean
31,41,26,27.03,69.27,6.58,409.39,Maharashtra,Kharif,rainfed,low,mungbean
24,32,34,26.66,65.11,6.8,469.85,Maharashtra,Kharif,rainfed,low,mungbean
25,27,30,27.0,67.33,6.67,453.88,Maharashtra,Kharif,rainfed,low,mungbean
35,29,32,28.28,63.28,6.67,485.95,Maharashtra,Kharif,rainfed,low,mungbean
29,29,26,28.06,65.43,7.44,554.94,Maharashtra,Kharif,rainfed,low,mungbean
35,30,29,26.79,61.83,7.17,525.3,Maharashtra,Kharif,rainfed,low,mungbean
27,25,31,27.81,59.52,6.74,408.27,Maharashtra,Kharif,rainfed,low,mungbean
31,39,27,28.23,63.07,6.73,453.61,Maharashtra,Kharif,rainfed,low,mungbean
34,30,26,27.38,71.88,7.06,446.3,Maharashtra,Kharif,rainfed,low,mungbean
26,35,33,28.06,64.65,6.69,415.85,Maharashtra,Kharif,rainfed,low,mungbean
31,25,29,27.06,66.64,6.92,559.14,Maharashtra,Kharif,rainfed,low,mungbean
26,31,26,29.7,58.94,7.02,339.59,Maharashtra,Kharif,rainfed,low,mungbean
28,25,28,27.19,66.51,6.9,498.37,Maharashtra,Kharif,rainfed,low,mungbean
31,25,25,27.53,70.06,7.04,462.09,Maharashtra,Kharif,rainfed,low,mungbean
34,35,31,28.9,67.67,6.59,416.39,Maharashtra,Kharif,rainfed,low,mungbean
31,32,24,28.29,66.84,6.87,461.43,Maharashtra,Kharif,rainfed,low,mungbean
24,34,30,26.8,68.71,6.63,511.92,Maharashtra,Kharif,rainfed,low,mungbean
30,24,29,29.43,69.05,6.92,518.5,Maharashtra,Kharif,rainfed,low,mungbean
40,30,33,26.33,61.37,6.71,499.08,Maharashtra,Kharif,rainfed,low,mungbean
27,35,31,28.14,67.12,7.03,373.76,Maharashtra,Kharif,rainfed,low,mungbean
31,26,35,29.51,70.76,6.55,543.3,Maharashtra,Kharif,rainfed,low,mungbean
24,34,30,29.0,63.29,6.59,388.19,Maharashtra,Kharif,rainfed,low,mungbean
25,37,31,27.69,64.91,7.04,411.8,Maharashtra,Kharif,rainfed,low,mungbean
29,29,35,27.42,70.92,6.75,326.67,Maharashtra,Kharif,rainfed,low,mungbean
29,30,32,26.4,62.42,7.14,373.86,Maharashtra,Kharif,rainfed,low,mungbean
31,33,30,27.98,62.79,6.57,487.24,Maharashtra,Kharif,rainfed,low,mungbean
31,36,32,28.22,58.96,6.96,400.3,Maharashtra,Kharif,rainfed,low,mungbean
32,28,33,25.19,62.48,7.33,531.0,Maharashtra,Kharif,rainfed,low,mungbean
30,30,25,27.25,67.79,6.87,579.57,Maharashtra,Kharif,rainfed,low,mungbean
23,39,34,27.35,70.51,7.13,534.08,Maharashtra,Kharif,rainfed,low,mungbean
27,34,32,26.17,66.34,7.01,530.7,Maharashtra,Kharif,rainfed,low,mungbean
27,42,30,27.32,69.84,6.68,427.35,Maharashtra,Kharif,rainfed,low,mungbean
35,28,26,28.06,65.74,7.28,559.62,Maharashtra,Kharif,rainfed,low,mungbean
25,42,33,35.17,32.4,6.82,49.42,Maharashtra,Summer,rainfed,low,mungbean
34,29,27,33.9,40.04,6.76,61.62,Maharashtra,Summer,rainfed,low,mungbean
28,34,34,33.23,37.88,6.73,52.65,Maharashtra,Summer,rainfed,low,mungbean
25,31,31,32.34,34.06,6.92,42.49,Maharashtra,Summer,rainfed,low,mungbean
28,21,25,33.14,37.64,6.74,68.45,Maharashtra,Summer,rainfed,low,mungbean
26,37,32,33.01,30.97,6.89,66.5,Maharashtra,Summer,rainfed,low,mungbean
22,30,28,32.21,38.85,6.8,52.52,Maharashtra,Summer,rainfed,low,mungbean
22,35,26,30.74,35.14,6.38,65.62,Maharashtra,Summer,rainfed,low,mungbean
28,33,26,34.26,34.51,6.93,37.83,Maharashtra,Summer,rainfed,low,mungbean
36,34,30,32.42,33.9,6.69,80.51,Maharashtra,Summer,rainfed,low,mungbean
29,32,31,36.16,34.82,6.84,59.09,Maharashtra,Summer,rainfed,low,mungbean
29,26,35,30.99,36.27,6.12,87.21,Maharashtra,Summer,rainfed,low,mungbean
32,31,31,32.18,37.67,6.73,51.07,Maharashtra,Summer,rainfed,low,mungbean
25,31,29,34.3,34.11,6.45,60.23,Maharashtra,Summer,rainfed,low,mungbean
30,22,26,31.47,35.25,6.72,28.08,Maharashtra,Summer,rainfed,low,mungbean
32,30,28,31.3,41.46,6.85,50.91,Maharashtra,Summer,rainfed,low,mungbean
27,35,30,32.39,31.29,7.16,76.33,Maharashtra,Summer,rainfed,low,mungbean
24,36,32,32.7,36.52,6.95,38.65,Maharashtra,Summer,rainfed,low,mungbean
31,37,27,31.34,31.77,6.67,42.44,Maharashtra,Summer,rainfed,low,mungbean
27,39,32,32.86,32.9,6.75,75.58,Maharashtra,Summer,rainfed,low,mungbean
30,28,29,33.8,39.11,6.5,61.47,Maharashtra,Summer,rainfed,low,mungbean
28,36,26,35.05,35.56,6.33,53.16,Maharashtra,Summer,rainfed,low,mungbean
26,24,25,34.23,33.0,7.04,59.97,Maharashtra,Summer,rainfed,low,mungbean
30,33,28,36.01,38.6,6.58,82.07,Maharashtra,Summer,rainfed,low,mungbean
30,32,30,32.93,43.4,6.78,58.75,Maharashtra,Summer,rainfed,low,mungbean
23,31,29,33.78,37.11,6.61,38.92,Maharashtra,Summer,rainfed,low,mungbean
31,30,26,33.55,33.71,6.71,36.97,Maharashtra,Summer,rainfed,low,mungbean
30,33,32,33.8,28.39,6.8,90.24,Maharashtra,Summer,rainfed,low,mungbean
28,32,32,31.86,37.02,6.94,52.66,Maharashtra,Summer,rainfed,low,mungbean
29,31,32,33.88,39.69,6.61,43.13,Maharashtra,Summer,rainfed,low,mungbean
31,34,37,33.78,34.2,6.87,67.32,Maharashtra,Summer,rainfed,low,mungbean
29,30,37,33.66,35.98,6.9,85.98,Maharashtra,Summer,rainfed,low,mungbean
32,31,29,35.0,29.15,6.98,52.53,Maharashtra,Summer,rainfed,low,mungbean
27,37,25,33.54,33.82,6.71,70.1,Maharashtra,Summer,rainfed,low,mungbean
32,36,26,33.57,36.95,6.49,63.54,Maharashtra,Summer,rainfed,low,mungbean
28,34,34,31.37,34.17,6.33,59.48,Maharashtra,Summer,rainfed,low,mungbean
34,30,30,31.72,34.57,6.67,52.24,Maharashtra,Summer,rainfed,low,mungbean
25,32,31,32.04,31.71,6.81,85.9,Maharashtra,Summer,rainfed,low,mungbean
32,34,30,32.52,35.3,6.89,46.88,Maharashtra,Summer,rainfed,low,mungbean
28,35,27,34.89,31.09,6.76,50.95,Maharashtra,Summer,rainfed,low,mungbean
32,34,30,33.89,30.18,6.67,69.28,Maharashtra,Summer,rainfed,low,mungbean
23,32,31,32.79,33.23,6.62,66.5,Maharashtra,Summer,rainfed,low,mungbean
32,26,30,34.68,39.11,6.79,65.63,Maharashtra,Summer,rainfed,low,mungbean
27,41,31,35.79,28.64,6.57,71.5,Maharashtra,Summer,rainfed,low,mungbean
24,37,26,33.29,33.65,7.02,75.28,Maharashtra,Summer,rainfed,low,mungbean
31,28,28,33.68,34.56,6.58,66.16,Maharashtra,Summer,rainfed,low,mungbean
30,38,30,34.05,36.4,7.06,59.26,Maharashtra,Summer,rainfed,low,mungbean
24,28,37,33.67,32.98,6.56,55.84,Maharashtra,Summer,rainfed,low,mungbean
28,32,30,33.97,40.16,6.65,55.41,Maharashtra,Summer,rainfed,low,mungbean
24,30,32,35.51,29.34,6.79,67.28,Maharashtra,Summer,rainfed,low,mungbean
23,29,33,34.96,37.36,6.58,54.88,Maharashtra,Summer,rainfed,low,mungbean
26,32,27,33.53,33.67,6.92,35.82,Maharashtra,Summer,rainfed,low,mungbean
31,38,29,33.47,42.1,7.12,42.53,Maharashtra,Summer,rainfed,low,mungbean
32,38,32,33.15,40.26,6.93,63.69,Maharashtra,Summer,rainfed,low,mungbean
34,29,32,32.9,38.34,6.99,45.87,Maharashtra,Summer,rainfed,low,mungbean
29,35,29,32.08,25.0,6.47,56.66,Maharashtra,Summer,rainfed,low,mungbean
26,28,37,30.76,32.91,6.74,69.01,Maharashtra,Summer,rainfed,low,mungbean
31,36,27,36.14,33.03,6.6,73.71,Maharashtra,Summer,rainfed,low,mungbean
29,36,33,35.75,38.16,6.61,47.52,Maharashtra,Summer,rainfed,low,mungbean
22,34,30,34.61,34.19,6.67,71.65,Maharashtra,Summer,rainfed,low,mungbean
29,28,33,35.49,36.21,6.77,79.45,Maharashtra,Summer,rainfed,low,mungbean
20,33,30,32.19,38.48,6.72,36.58,Maharashtra,Summer,rainfed,low,mungbean
32,37,33,32.11,41.42,7.02,74.12,Maharashtra,Summer,rainfed,low,mungbean
27,24,27,32.57,37.3,6.55,69.02,Maharashtra,Summer,rainfed,low,mungbean
29,31,26,31.38,38.8,6.82,64.09,Maharashtra,Summer,rainfed,low,mungbean
33,40,29,32.95,37.3,6.71,66.34,Maharashtra,Summer,rainfed,low,mungbean
29,25,35,32.18,34.78,7.04,39.05,Maharashtra,Summer,rainfed,low,mungbean
30,37,32,33.3,34.53,6.58,51.84,Maharashtra,Summer,rainfed,low,mungbean
21,27,25,32.52,32.89,6.95,56.54,Maharashtra,Summer,rainfed,low,mungbean
34,28,37,33.94,33.8,6.78,48.13,Maharashtra,Summer,rainfed,low,mungbean
27,33,26,31.91,31.16,6.94,51.63,Maharashtra,Summer,rainfed,low,mungbean
23,26,37,36.11,36.73,6.55,65.73,Maharashtra,Summer,rainfed,low,mungbean
20,35,30,32.18,36.85,6.36,72.93,Maharashtra,Summer,rainfed,low,mungbean
28,36,30,33.78,34.62,6.69,53.3,Maharashtra,Summer,rainfed,low,mungbean
28,25,24,33.4,29.94,6.65,71.28,Maharashtra,Summer,rainfed,low,mungbean
28,36,36,33.75,36.21,7.25,34.84,Maharashtra,Summer,rainfed,low,mungbean
28,36,27,32.03,33.93,6.57,61.18,Maharashtra,Summer,rainfed,low,mungbean
31,44,39,35.03,34.31,6.8,57.0,Maharashtra,Summer,rainfed,low,mungbean
32,30,34,32.95,35.52,6.7,42.04,Maharashtra,Summer,rainfed,low,mungbean
31,31,24,35.02,29.13,6.73,60.82,Maharashtra,Summer,rainfed,low,mungbean
37,37,31,33.07,36.42,6.71,77.17,Maharashtra,Summer,rainfed,low,mungbean
23,43,30,32.91,39.63,6.58,67.51,Maharashtra,Summer,rainfed,low,mungbean
26,36,27,34.46,36.86,6.4,46.14,Maharashtra,Summer,rainfed,low,mungbean
32,37,28,34.83,33.4,6.42,66.65,Maharashtra,Summer,rainfed,low,mungbean
33,32,34,33.19,32.17,6.67,64.81,Maharashtra,Summer,rainfed,low,mungbean
31,30,32,33.77,39.35,6.44,39.03,Maharashtra,Summer,rainfed,low,mungbean
35,36,29,33.7,32.81,6.82,52.68,Maharashtra,Summer,rainfed,low,mungbean
24,30,30,34.49,34.79,6.59,65.43,Maharashtra,Summer,rainfed,low,mungbean
27,34,27,34.26,37.63,6.69,53.66,Maharashtra,Summer,rainfed,low,mungbean
38,26,23,34.63,34.4,7.07,61.34,Maharashtra,Summer,rainfed,low,mungbean
34,32,36,31.62,32.06,6.97,76.78,Maharashtra,Summer,rainfed,low,mungbean
29,34,38,30.82,36.13,7.09,48.0,Maharashtra,Summer,rainfed,low,mungbean
28,32,32,33.48,38.23,6.5,66.91,Maharashtra,Summer,rainfed,low,mungbean
32,31,29,32.11,33.35,7.11,44.91,Maharashtra,Summer,rainfed,low,mungbean
25,37,28,33.53,35.27,6.43,53.59,Maharashtra,Summer,rainfed,low,mungbean
34,32,29,33.45,37.11,6.58,80.61,Maharashtra,Summer,rainfed,low,mungbean
30,28,23,33.8,33.23,6.7,61.45,Maharashtra,Summer,rainfed,low,mungbean
33,35,29,34.57,30.4,6.63,72.8,Maharashtra,Summer,rainfed,low,mungbean
28,29,27,33.67,32.9,6.64,44.75,Maharashtra,Summer,rainfed,low,mungbean
27,36,26,32.97,36.96,6.81,52.94,Maharashtra,Summer,rainfed,low,mungbean
34,26,34,34.85,32.27,6.65,49.14,Maharashtra,Summer,rainfed,low,mungbean
23,42,27,32.37,34.15,6.63,81.7,Maharashtra,Summer,rainfed,low,mungbean
29,35,25,32.16,34.11,6.54,77.97,Maharashtra,Summer,rainfed,low,mungbean
32,37,36,34.98,36.66,6.93,60.96,Maharashtra,Summer,rainfed,low,mungbean
26,28,27,33.05,34.76,6.79,60.61,Maharashtra,Summer,rainfed,low,mungbean
28,31,27,31.9,36.56,6.18,70.01,Maharashtra,Summer,rainfed,low,mungbean
29,35,31,33.47,30.39,6.93,73.35,Maharashtra,Summer,rainfed,low,mungbean
31,36,31,32.25,32.34,6.39,52.26,Maharashtra,Summer,rainfed,low,mungbean
32,34,31,33.94,32.19,6.72,58.03,Maharashtra,Summer,rainfed,low,mungbean
24,30,25,32.45,37.49,6.81,61.06,Maharashtra,Summer,rainfed,low,mungbean
30,29,31,32.9,40.41,6.85,27.73,Maharashtra,Summer,rainfed,low,mungbean
26,36,23,33.8,33.96,6.96,50.37,Maharashtra,Summer,rainfed,low,mungbean
28,34,34,33.65,29.27,6.7,65.31,Maharashtra,Summer,rainfed,low,mungbean
26,35,26,34.16,27.81,6.47,54.25,Maharashtra,Summer,rainfed,low,mungbean
29,38,30,33.82,34.07,6.46,46.46,Maharashtra,Summer,rainfed,low,mungbean
30,28,32,35.48,32.37,6.9,69.18,Maharashtra,Summer,rainfed,low,mungbean
28,32,29,35.25,31.06,6.5,58.54,Maharashtra,Summer,rainfed,low,mungbean
27,34,28,33.5,29.17,6.6,66.32,Maharashtra,Summer,rainfed,low,mungbean
27,27,28,32.09,32.86,6.42,73.38,Maharashtra,Summer,rainfed,low,mungbean
28,29,27,34.08,38.79,6.61,78.09,Maharashtra,Summer,rainfed,low,mungbean
31,28,31,32.39,36.18,6.77,65.52,Maharashtra,Summer,rainfed,low,mungbean
30,30,30,34.7,37.67,6.91,59.31,Maharashtra,Summer,rainfed,low,mungbean
31,39,31,31.16,32.2,7.16,100.0,Maharashtra,Summer,rainfed,low,mungbean
33,32,30,32.42,31.59,7.45,47.86,Maharashtra,Summer,rainfed,low,mungbean
32,21,33,33.73,28.1,6.78,60.89,Maharashtra,Summer,rainfed,low,mungbean
25,35,32,34.63,33.35,7.01,42.75,Maharashtra,Summer,rainfed,low,mungbean
28,29,28,32.08,40.86,6.48,52.23,Maharashtra,Summer,rainfed,low,mungbean
25,32,26,33.79,33.86,6.6,46.98,Maharashtra,Summer,rainfed,low,mungbean
27,25,26,36.43,39.35,6.15,84.76,Maharashtra,Summer,rainfed,low,mungbean
32,24,27,32.64,35.84,6.86,71.98,Maharashtra,Summer,rainfed,low,mungbean
30,36,32,31.75,29.96,6.87,61.1,Maharashtra,Summer,rainfed,low,mungbean
31,33,28,32.7,30.45,6.81,54.35,Maharashtra,Summer,rainfed,low,mungbean
31,34,23,35.07,34.57,6.48,60.93,Maharashtra,Summer,rainfed,low,mungbean
23,35,32,33.83,31.21,6.79,53.66,Maharashtra,Summer,rainfed,low,mungbean
30,28,31,33.24,38.75,6.83,41.96,Maharashtra,Summer,rainfed,low,mungbean
24,32,35,33.2,29.63,6.94,70.48,Maharashtra,Summer,rainfed,low,mungbean
32,37,37,34.15,32.25,6.69,72.86,Maharashtra,Summer,rainfed,low,mungbean
27,33,24,31.68,32.74,7.11,89.95,Maharashtra,Summer,rainfed,low,mungbean
33,39,30,35.61,37.5,6.73,57.61,Maharashtra,Summer,rainfed,low,mungbean
24,27,34,33.85,36.32,6.25,76.45,Maharashtra,Summer,rainfed,low,mungbean
31,21,31,35.11,40.71,7.05,68.94,Maharashtra,Summer,rainfed,low,mungbean
27,31,30,32.42,36.58,6.95,29.47,Maharashtra,Summer,rainfed,low,mungbean
29,38,30,34.25,34.26,6.77,51.91,Maharashtra,Summer,rainfed,low,mungbean
26,37,29,32.92,35.69,6.81,43.35,Maharashtra,Summer,rainfed,low,mungbean
24,38,28,33.09,36.1,6.8,31.7,Maharashtra,Summer,rainfed,low,mungbean
35,33,30,33.48,29.99,6.92,68.76,Maharashtra,Summer,rainfed,low,mungbean
33,25,35,31.77,31.87,6.79,55.26,Maharashtra,Summer,rainfed,low,mungbean
32,39,35,33.59,36.43,6.6,30.57,Maharashtra,Summer,rainfed,low,mungbean
26,31,28,33.61,34.05,6.8,58.99,Maharashtra,Summer,rainfed,low,mungbean
25,26,34,31.19,34.5,6.95,60.9,Maharashtra,Summer,rainfed,low,mungbean
27,41,27,33.96,34.74,7.27,74.47,Maharashtra,Summer,rainfed,low,mungbean
30,31,28,31.11,30.11,7.22,53.83,Maharashtra,Summer,rainfed,low,mungbean
28,31,25,33.52,34.64,6.38,49.92,Maharashtra,Summer,rainfed,low,mungbean
29,34,31,34.98,33.98,6.63,55.01,Maharashtra,Summer,rainfed,low,mungbean
25,31,31,31.5,31.9,6.59,60.86,Maharashtra,Summer,rainfed,low,mungbean
30,34,33,32.97,37.68,6.52,42.96,Maharashtra,Summer,rainfed,low,mungbean
24,31,32,33.84,29.82,6.1,63.02,Maharashtra,Summer,rainfed,low,mungbean
36,29,30,35.69,41.87,6.46,69.44,Maharashtra,Summer,rainfed,low,mungbean
30,23,31,35.14,33.54,7.11,68.35,Maharashtra,Summer,rainfed,low,mungbean
31,38,25,35.7,32.08,6.52,51.2,Maharashtra,Summer,rainfed,low,mungbean
30,28,30,32.17,32.28,6.74,65.97,Maharashtra,Summer,rainfed,low,mungbean
33,28,28,32.16,35.63,6.58,78.81,Maharashtra,Summer,rainfed,low,mungbean
25,33,29,30.42,31.3,6.58,32.64,Maharashtra,Summer,rainfed,low,mungbean
35,27,31,32.47,30.6,6.69,72.36,Maharashtra,Summer,rainfed,low,mungbean
24,28,34,32.36,31.82,6.69,47.43,Maharashtra,Summer,rainfed,low,mungbean
35,30,27,35.49,32.99,6.48,63.46,Maharashtra,Summer,rainfed,low,mungbean
30,32,32,31.88,33.69,6.77,81.63,Maharashtra,Summer,rainfed,low,mungbean
35,24,32,35.86,35.21,6.63,58.5,Maharashtra,Summer,rainfed,low,mungbean
28,37,38,32.92,38.01,7.18,69.06,Maharashtra,Summer,rainfed,low,mungbean
36,23,30,33.55,34.26,6.47,62.68,Maharashtra,Summer,rainfed,low,mungbean
27,26,31,33.59,38.27,6.56,50.83,Maharashtra,Summer,rainfed,low,mungbean
31,36,30,32.9,35.54,6.51,74.77,Maharashtra,Summer,rainfed,low,mungbean
32,39,32,35.03,38.71,6.59,64.78,Maharashtra,Summer,rainfed,low,mungbean
24,34,28,35.58,32.7,6.67,54.25,Maharashtra,Summer,rainfed,low,mungbean
20,34,37,37.1,35.63,6.71,77.97,Maharashtra,Summer,rainfed,low,mungbean
25,34,32,35.36,35.33,6.78,67.5,Maharashtra,Summer,rainfed,low,mungbean
31,38,34,33.71,36.56,6.81,48.71,Maharashtra,Summer,rainfed,low,mungbean
27,23,31,33.08,33.3,6.56,82.01,Maharashtra,Summer,rainfed,low,mungbean
31,30,30,33.91,38.01,6.91,53.13,Maharashtra,Summer,rainfed,low,mungbean
24,25,31,35.07,37.37,6.51,66.27,Maharashtra,Summer,rainfed,low,mungbean
30,40,32,35.73,37.73,7.01,51.99,Maharashtra,Summer,rainfed,low,mungbean
35,29,37,32.17,33.66,6.54,53.09,Maharashtra,Summer,rainfed,low,mungbean
31,34,30,35.76,37.11,6.95,70.83,Maharashtra,Summer,rainfed,low,mungbean
28,26,36,34.18,32.18,6.83,67.53,Maharashtra,Summer,rainfed,low,mungbean
32,33,37,32.81,35.98,6.67,40.83,Maharashtra,Summer,rainfed,low,mungbean
27,33,26,30.17,35.34,6.64,66.65,Maharashtra,Summer,rainfed,low,mungbean
29,35,34,35.01,35.85,6.59,65.95,Maharashtra,Summer,rainfed,low,mungbean
34,25,32,34.6,33.34,6.4,49.83,Maharashtra,Summer,rainfed,low,mungbean
34,32,25,34.18,41.71,6.73,41.06,Maharashtra,Summer,rainfed,low,mungbean
26,40,33,31.62,33.67,6.64,59.77,Maharashtra,Summer,rainfed,low,mungbean
29,34,33,32.47,35.97,6.8,50.88,Maharashtra,Summer,rainfed,low,mungbean
27,25,30,32.1,31.99,6.84,57.63,Maharashtra,Summer,rainfed,low,mungbean
29,35,29,32.1,35.61,6.94,52.19,Maharashtra,Summer,rainfed,low,mungbean
29,29,32,30.78,35.01,7.0,67.82,Maharashtra,Summer,rainfed,low,mungbean
33,33,29,33.21,33.92,6.83,59.56,Maharashtra,Summer,rainfed,low,mungbean
30,31,23,33.06,31.31,7.27,77.77,Maharashtra,Summer,rainfed,low,mungbean
35,29,33,35.54,36.33,6.55,82.36,Maharashtra,Summer,rainfed,low,mungbean
31,36,31,35.47,37.55,6.55,50.81,Maharashtra,Summer,rainfed,low,mungbean
25,31,36,35.0,37.31,6.49,59.02,Maharashtra,Summer,rainfed,low,mungbean
35,33,28,31.81,31.59,6.55,61.36,Maharashtra,Summer,rainfed,low,mungbean
30,20,23,35.79,33.62,6.7,56.92,Maharashtra,Summer,rainfed,low,mungbean
32,34,30,33.35,37.81,6.46,70.83,Maharashtra,Summer,rainfed,low,mungbean
30,28,28,32.29,34.68,6.51,62.98,Maharashtra,Summer,rainfed,low,mungbean
32,34,30,34.94,34.72,7.16,76.22,Maharashtra,Summer,rainfed,low,mungbean
29,33,32,34.18,43.56,6.31,67.52,Maharashtra,Summer,rainfed,low,mungbean
28,35,31,32.19,34.24,7.22,48.48,Maharashtra,Summer,rainfed,low,mungbean
28,31,34,34.51,34.05,7.03,66.78,Maharashtra,Summer,rainfed,low,mungbean
28,31,32,32.0,35.0,6.56,65.44,Maharashtra,Summer,rainfed,low,mungbean
29,25,25,32.28,34.99,6.82,52.49,Maharashtra,Summer,rainfed,low,mungbean
29,41,36,33.52,34.85,6.74,68.87,Maharashtra,Summer,rainfed,low,mungbean
29,37,31,35.3,31.88,6.96,48.3,Maharashtra,Summer,rainfed,low,mungbean
26,29,26,31.6,32.52,6.68,60.54,Maharashtra,Summer,rainfed,low,mungbean
23,33,33,32.9,32.92,6.77,45.26,Maharashtra,Summer,rainfed,low,mungbean
27,36,25,33.8,34.6,6.85,38.27,Maharashtra,Summer,rainfed,low,mungbean
27,28,32,31.52,36.83,6.62,67.44,Maharashtra,Summer,rainfed,low,mungbean
33,33,25,32.66,37.57,6.41,77.85,Maharashtra,Summer,rainfed,low,mungbean
32,32,28,36.6,33.89,7.32,70.81,Maharashtra,Summer,rainfed,low,mungbean
30,32,26,32.9,31.12,6.28,62.89,Maharashtra,Summer,rainfed,low,mungbean
31,39,25,34.45,32.33,6.68,68.07,Maharashtra,Summer,rainfed,low,mungbean
26,32,28,35.25,35.4,6.79,74.34,Maharashtra,Summer,rainfed,low,mungbean
29,31,32,30.44,33.93,6.94,45.35,Maharashtra,Summer,rainfed,low,mungbean
29,38,28,33.78,35.2,6.74,37.95,Maharashtra,Summer,rainfed,low,mungbean
31,30,30,33.77,32.94,6.55,44.75,Maharashtra,Summer,rainfed,low,mungbean
25,33,34,35.98,37.93,7.33,28.53,Maharashtra,Summer,rainfed,low,mungbean
32,33,30,31.27,32.61,6.68,73.31,Maharashtra,Summer,rainfed,low,mungbean
26,26,34,32.42,32.14,6.93,49.8,Maharashtra,Summer,rainfed,low,mungbean
25,34,28,34.88,31.41,6.62,55.94,Maharashtra,Summer,rainfed,low,mungbean
36,34,26,33.76,35.13,6.75,70.32,Maharashtra,Summer,rainfed,low,mungbean
23,26,31,31.37,34.05,6.83,70.74,Maharashtra,Summer,rainfed,low,mungbean
33,27,32,36.58,32.42,6.96,52.51,Maharashtra,Summer,rainfed,low,mungbean
28,37,22,33.28,33.11,6.94,56.51,Maharashtra,Summer,rainfed,low,mungbean
18,31,27,31.91,36.54,6.38,62.56,Maharashtra,Summer,rainfed,low,mungbean
30,39,32,33.75,34.24,6.72,53.17,Maharashtra,Summer,rainfed,low,mungbean
32,29,32,33.12,28.84,6.91,42.2,Maharashtra,Summer,rainfed,low,mungbean
29,35,29,32.12,34.99,6.59,66.33,Maharashtra,Summer,rainfed,low,mungbean
29,28,34,31.45,34.52,6.23,75.88,Maharashtra,Summer,rainfed,low,mungbean
29,33,33,32.55,41.84,6.87,48.49,Maharashtra,Summer,rainfed,low,mungbean
29,31,29,33.01,30.69,6.53,55.57,Maharashtra,Summer,rainfed,low,mungbean
24,35,25,33.43,34.51,6.34,53.58,Maharashtra,Summer,rainfed,low,mungbean
30,26,29,34.82,33.25,6.58,53.29,Maharashtra,Summer,rainfed,low,mungbean
29,26,33,34.17,31.97,6.7,47.99,Maharashtra,Summer,rainfed,low,mungbean
25,29,31,32.24,33.7,6.76,44.67,Maharashtra,Summer,rainfed,low,mungbean
37,33,34,35.82,36.39,6.71,53.66,Maharashtra,Summer,rainfed,low,mungbean
34,33,27,32.37,30.81,6.87,80.87,Maharashtra,Summer,rainfed,low,mungbean
28,27,31,32.59,37.48,6.49,46.98,Maharashtra,Summer,rainfed,low,mungbean
23,23,30,33.22,27.4,6.57,46.35,Maharashtra,Summer,rainfed,low,mungbean
21,30,31,36.08,29.45,6.08,49.46,Maharashtra,Summer,rainfed,low,mungbean
23,25,32,34.8,37.22,6.67,75.14,Maharashtra,Summer,rainfed,low,mungbean
27,39,32,31.67,36.78,6.69,70.85,Maharashtra,Summer,rainfed,low,mungbean
33,32,25,33.64,29.6,6.96,84.58,Maharashtra,Summer,rainfed,low,mungbean
28,35,30,31.64,37.72,6.89,64.8,Maharashtra,Summer,rainfed,low,mungbean
28,35,29,34.52,30.63,6.8,66.2,Maharashtra,Summer,rainfed,low,mungbean
26,31,25,32.4,35.72,6.68,56.43,Maharashtra,Summer,rainfed,low,mungbean
31,36,29,33.14,34.48,7.02,63.43,Maharashtra,Summer,rainfed,low,mungbean
31,28,29,34.43,36.4,6.3,82.22,Maharashtra,Summer,rainfed,low,mungbean
30,39,33,35.32,36.58,7.06,52.88,Maharashtra,Summer,rainfed,low,mungbean
33,31,28,34.83,32.18,6.89,48.84,Maharashtra,Summer,rainfed,low,mungbean
26,32,29,35.45,34.18,6.88,49.82,Maharashtra,Summer,rainfed,low,mungbean
28,32,30,30.64,38.94,6.98,64.04,Maharashtra,Summer,rainfed,low,mungbean
25,30,32,30.1,41.58,7.4,75.7,Maharashtra,Summer,rainfed,low,mungbean
36,40,26,32.29,42.46,6.36,59.34,Maharashtra,Summer,rainfed,low,mungbean
24,31,28,32.15,39.21,6.42,60.22,Maharashtra,Summer,rainfed,low,mungbean
